Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
gcviewer,com.tagtraum.perf.gcviewer.view.model,RecentGCResourcesListener,0,0,2,2,16,2,0,0,-1.0,1,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/view/model/RecentGCResourcesListener.java,6
gcviewer,com.tagtraum.perf.gcviewer.view.model,PropertyChangeEventConsts,4,0,0,0,21,0,0,0,-1.0,7,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/view/model/PropertyChangeEventConsts.java,3
gcviewer,com.tagtraum.perf.gcviewer.view.model,RecentGCResourcesEvent,2,0,4,4,22,4,0,0,0.0,3,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/view/model/RecentGCResourcesEvent.java,5
gcviewer,com.tagtraum.perf.gcviewer.view.model,GCResourceGroup,4,2,14,8,149,34,0,0,0.14285714285714285,4,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/view/model/GCResourceGroup.java,17
gcviewer,com.tagtraum.perf.gcviewer.view.model,GCPreferences,30,16,31,28,178,37,0,0,0.0,11,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/view/model/GCPreferences.java,15
gcviewer,com.tagtraum.perf.gcviewer.log,TextAreaFormatter,1,0,1,1,26,2,0,0,0.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/log/TextAreaFormatter.java,9
gcviewer,com.tagtraum.perf.gcviewer.log,TextAreaLogHandler,3,0,8,8,66,11,0,0,0.375,1,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/log/TextAreaLogHandler.java,6
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,CSVTSDataWriter,0,0,3,2,43,7,0,0,-1.0,0,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/CSVTSDataWriter.java,12
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,CsvSummaryExportFormatter,1,0,1,1,13,1,0,1,0.0,1,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/CsvSummaryExportFormatter.java,6
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SimpleGcWriter,0,0,5,2,82,17,0,0,-1.0,0,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/SimpleGcWriter.java,13
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,ISummaryExportFormatter,1,0,1,0,7,1,1,0,-1.0,1,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/ISummaryExportFormatter.java,6
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,CSVDataWriter,0,0,3,2,49,6,0,0,-1.0,0,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/CSVDataWriter.java,12
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,PlainDataWriter,0,0,2,2,19,3,0,0,-1.0,0,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/PlainDataWriter.java,12
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,DataWriterFactory,1,1,2,2,0,8,0,0,0.0,3,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/DataWriterFactory.java,12
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,10,0,12,4,343,34,0,0,0.16666666666666666,0,7,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/SummaryDataWriter.java,21
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,PNGDataWriter,1,0,2,2,26,3,0,0,0.0,0,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/impl/PNGDataWriter.java,13
gcviewer,com.tagtraum.perf.gcviewer.exp,DataWriterType,0,0,0,0,5,0,0,0,-1.0,6,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/DataWriterType.java,3
gcviewer,com.tagtraum.perf.gcviewer.exp,DataWriter,0,0,2,2,11,2,1,0,-1.0,0,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/DataWriter.java,8
gcviewer,com.tagtraum.perf.gcviewer.exp,AbstractDataWriter,2,0,5,5,36,6,0,1,0.6,0,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/exp/AbstractDataWriter.java,11
